model_answer,unbiased_label
" A: Low level languages are machine language, assembly language, and C. High level languages are C++, Java, and Pascal.",
 A: The movie I Can Only Imagine was produced by Lionsgate.,
 A: Whitney Houston,
 A: Middle C is the C that is in the middle of the piano.,
 A: Charkie is a chihuahua.,
 A: The Land Between the Lakes National Recreation Area is located in western Kentucky and Tennessee.,
 A: Michael Nouri,
 A: Bette Midler,
 A: The United States won the most gold medals in the 1996 Olympics.,
 A: Judith Viorst,
 A: In most plants phototropism is thought to occur because of the presence of auxin.,
 A: The hosts file is located in C:\Windows\System32\drivers\etc.,
 A: Half-Life 2: Episode Two takes place in the same location as Half-Life 2: Episode One.,
 A: The song is from the perspective of a child.,
 A: Australia,
 A: Nuclear energy is used most in the United States.,
 A: William the Conqueror,
 A: The current ministers of the federal republic of nigeria are:,
 A: The first Super Bowl the Eagles ever won was in 1981.,
" A: Hercules was born in the year of the Great Flood, which was the year of the first Olympiad.",
" A: The lyrics are: I got the music in me baby, tell me why, I got the music in me baby, tell me why, I got the music in me baby, tell me why, I got the music in me baby,",
 A: Justice Sophia Akuffo,
" A: The Dairies that make Blue Bell Ice Cream are located in Brenham, Texas.",
 A: The Highway of Heroes starts at CFB Trenton and ends at the Coroner's Office in Toronto.,
 A: The first One Piece movie takes place after the Enies Lobby Arc.,
 A: London broil is a cut of beef from the top round.,
" A: The Vulcan salute was created by Leonard Nimoy, who played Spock in the original Star Trek series.",
" A: Manuel is a Spanish name. It is derived from the Latin name ""Manlius"" which means ""strong"" or ""brave"".",
 A: A liquid is considered to be a very volatile liquid if it has a vapor pressure of greater than or equal to 0.5 mm Hg at 25 degrees C.,
" A: The episode is called ""Baby Talk"" and it aired on January 27, 2010.",
 A: The wave-cut platforms are located on the north shore of Oahu.,
" A: The name of the theater is the ""Gym""",
" A: The Secret of My Success is a 1987 film starring Michael J. Fox and Helen Slater. The soundtrack features songs by various artists including ""I Can't Wait"" by Nu Shooz, ""I'm Not Gonna Let It Bother",
" A: Windows Media Player can handle up to 10,000 songs.",
 A: Jack Nicklaus has won the most Masters Green Jackets with 6.,
 A: The Reign of Terror.,
 A: Shall I compare thee to a summer's day?,
 A: I don't want to live without you by Boyzone,
 A: The Senate is run by the Senate Majority Leader.,
 A: The latest edition of the Intelligent Investor is the 4th edition.,
 A: The bottom of shepherd's pie is usually mashed potatoes.,
 A: The first Junie B. Jones book was published in 1992.,
 A: Dr. Sean Murphy is played by actor Noah Wyle.,
" A: The season premiere of America's Got Talent will air on NBC on Tuesday, May 27, 2013.",
 A: Maximus is the father of Lucius.,
 A: The first submarine was invented by David Bushnell in 1775.,
 A: The election in Virginia for governor is still too close to call.,
 A: The suffix -ward is a preposition.,
 A: Cr2(SO4)3,
 A: The Single Audit Act of 1984 requires that the Internal Revenue Service (IRS) set the requirements for a single audit.,
 A: The last time the University of Michigan won a national championship was in 1997.,
" A: The song ""Got This Feeling in My Body"" was written by the band The Black Eyed Peas.",
 A: Abraham Lincoln,
 A: The Leeds Festival lineup is announced in the spring.,
" A: Madison, Wisconsin",
 A: The Texas Commissioner of Insurance is appointed by the Governor.,
 A: The year of the pig is the twelfth animal in the Chinese zodiac. The pig is the last of the twelve animals in the Chinese zodiac.,
 A: The word Leviathan is mentioned in the Bible in Job 41:1-34.,
 A: The Suez Canal was built by the French.,
 A: The main character in Game of Thrones is Jon Snow.,
" A: The Declaration of Independence was signed on July 4, 1776.",
 A: The purpose of the period known as Reconstruction was to rebuild the South after the Civil War.,
 A: George Frideric Handel,
 A: I think it's a woman named Nancy Lee Grahn.,
 A: The SEC requires companies to use GAAP.,
 A: When you were born.,
 A: The Australian Cattle Dog is a medium-sized breed of dog that was developed in Australia for herding cattle. The Australian Cattle Dog is a medium-sized breed of dog that was developed in Australia for herding cattle. The Australian,
 A: The tradition of the pinata comes from the Aztecs.,
 A: The University of Miami played the University of Florida Gators last week.,
 A: Supported employment is a model of employment for people with disabilities.,
" A: God is not Dead is a 2014 American Christian drama film directed by Harold Cronk and starring Kevin Sorbo, Shane Harper, and Dean Cain.",
" A: The United States became a nation on July 4, 1776.",
 A: The song Fly High and Let Me Go was sung by the band The Beautiful South.,
 A: Mandy Moore,
 A: Ivo is played by Peter Stormare.,
" A: The movie was filmed in New York City, New York.",
 A: Michael Jordan,
 A: The Song of Solomon is in the Old Testament.,
" A: 4 Your Eyez Only is the fourth studio album by American rapper J. Cole. It was released on December 9, 2016, by Dreamville Records, Roc Nation and Interscope Records. The album features guest appearances from Kendrick Lamar",
 A: The primary purpose of the Bilingual Education Act of 1968 was to provide federal funding for the development of bilingual education programs.,
" A: The longest river in the United States is the Mississippi River. It is 2,320 miles long.",
 A: It is on the border between the two countries.,
" A: Delaware is a small state, so it's not hard to find. Maryland is a little harder, but it's not too hard.",
 A: Andy Warhol,
 A: The Dallas Cowboys beat the Buffalo Bills in the Super Bowl.,
" A: The Maxwell Award is given to the best player in college football. It is named after Robert W. Maxwell, who was the first chairman of the NCAA Football Rules Committee.",
 A: The Karate Kid was released in 1984.,
 A: Jack,
 A: A girl friend is a female friend.,
 A: The leader of Germany after WWI was Kaiser Wilhelm II.,
 A: Celine Dion,
 A: The Met Office is not leaving the BBC. The Met Office is a public body and is not owned by the BBC.,
 A: I have the same thing. I have had them for years. I have been told that they are spider veins. I have been told that they are varicose veins. I have been told that they are a combination of both. I,
 A: Junior wants to go to the police station.,
 A: The weather in Antarctica in January is very cold. The average temperature is -50 degrees Fahrenheit.,
 A: Coleman fuel is a type of fuel used in camping stoves. It is a mixture of kerosene and gasoline.,
 A: Eric and Donna.,
 A: The first time the Philadelphia Eagles went to the Super Bowl was in 1981.,
" A: The Great Outdoors is a 1988 comedy film directed by Howard Deutch and starring Dan Aykroyd, John Candy, and Brian Doyle-Murray. It was written by John Hughes and Deutch. The film was released on July 1",
 A: The Notre Dame Fighting Irish and the Michigan State Spartans will play again in the 2013 season.,
 A: George W. Bush,
" A: Male infertility is caused by low sperm count, poor sperm motility, or abnormal sperm morphology. Female infertility is caused by ovulation disorders, tubal blockage, endometriosis, or uterine fibroids.",
 A: The change from fins on the lobe finned fish to the ray finned fish was a change in the number of fins.,
 A: Non-controlling interest is the portion of a company that is not owned by the parent company.,
 A: There are 22 episodes in Chicago Fire season 4.,
 A: The Salvation Army was founded in London in 1865 by William Booth. It was established in Australia in 1882.,
 A: The Eagles,
 A: The plane is used to prepare rough surface for gluing.,
" A: Keith is a surname of Scottish origin. It is derived from the given name Keid, which is a variant of the name Cad. The name Cad is of Gaelic origin, and means ""battle.""",
 A: There are 10 episodes in the first season of The Crown.,
 A: Tim Hudak,
 A: Nitty Gritty Dirt Band - Nitty Gritty Dirt Band (1971),
 A: The three elves who got rings were: 1. Dopey 2. Sleepy 3. Bashful,
" A: Yes, a server provides services to other computers called clients.",
" A: The process of converting a stereo signal to mono is called ""summing.""",
 A: Westfield Burwood,
" A: In order to prove disparate impact, you first must establish that the employer's policy or practice has a disparate impact on a protected group.",
" A: The characters live in Pittsburgh, Pennsylvania.",
 A: The case of Bank of New Zealand v Greenwood 1984 1 NZLR 525 is a case that was heard in the New Zealand Court of Appeal.,
 A: The consumers make the decisions about what to produce in a market economy.,
" A: The Haydn String Quartet in G Major, Op. 76, No. 3, is also known as the ""Emperor"" Quartet.",
 A: The Carolina Hurricanes last made the playoffs in 2009.,
 A: The new Tappan Zee Bridge is scheduled to be completed in 2009.,
 A: The Hanging Gardens of Babylon were completed in the year 562 BC.,
 A: Max is voiced by Bill Farmer.,
 A: Elvis Presley,
 A: Christopher Lloyd,
" A: In the United States, cigarette advertising on television was banned in 1971.",
 A: Priyanka Chopra has been chosen as the brand ambassador of the campaign 'beti bachao-beti padhao'.,
